park_id,unit_id,park_name,web_alias,county,district,acreage,address,city,state,latitude,longitude,gps_source,has_gps,park_page_url,image_url,image_source,image_license,image_attribution,description,top_plants,top_plant_images,top_animals,top_animal_images,public_access,data_source,updated_at
morrow-mountain-state-park-registered-heritage-area,21153,Morrow Mountain State Park Registered Heritage Area,morrow-mountain-state-park-registered-heritage-area,,,1171.05,,,NC,35.351489,-80.084833,polygon_centroid,true,https://www.ncparks.gov/morrow-mountain-state-park-registered-heritage-area,,,,,North Carolina state park. About 1171 acres. Access: public.,,,Buck Moth,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
mount-mitchell-state-park,4652,Mount Mitchell State Park,mount-mitchell-state-park,,,5017.19,,,NC,35.791262,-82.280640,polygon_centroid,true,https://www.ncparks.gov/mount-mitchell-state-park,,,,,North Carolina state park. About 5017 acres. Access: public.,red spruce | chestnut oak | broad beech fern, |  | ,Brown Bark Carpet Moth | Black-bellied Salamander | White-spotted Slimy Salamander | Yellow-shouldered Slug Moth | Dimorphic Macalla Moth | Red Salamander | Greenish Apple Moth | Alien Probole Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
mount-mitchell-state-park-national-natural-landmark,9093,Mount Mitchell State Park - National Natural Landmark,mount-mitchell-state-park-national-natural-landmark,,,1410.34,,,NC,35.771626,-82.269540,polygon_centroid,true,https://www.ncparks.gov/mount-mitchell-state-park-national-natural-landmark,,,,,North Carolina state park. About 1410 acres. Access: public.,red spruce | chestnut oak | broad beech fern, |  | ,Brown Bark Carpet Moth | Black-bellied Salamander | White-spotted Slimy Salamander | Yellow-shouldered Slug Moth | Dimorphic Macalla Moth | Red Salamander | Greenish Apple Moth | Alien Probole Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
mount-mitchell-state-park-dedicated-nature-preserve,21155,Mount Mitchell State Park Dedicated Nature Preserve,mount-mitchell-state-park-dedicated-nature-preserve,,,3228.59,,,NC,35.814114,-82.299015,polygon_centroid,true,https://www.ncparks.gov/mount-mitchell-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 3229 acres. Access: public.,red spruce | chestnut oak | broad beech fern, |  | ,Brown Bark Carpet Moth | Black-bellied Salamander | White-spotted Slimy Salamander | Yellow-shouldered Slug Moth | Dimorphic Macalla Moth | Red Salamander | Greenish Apple Moth | Alien Probole Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
mount-mitchell-state-park-proposed-dedication-nature-preserve,17362,Mount Mitchell State Park Proposed Dedication Nature Preserve,mount-mitchell-state-park-proposed-dedication-nature-preserve,,,492.40,,,NC,35.868773,-82.288463,polygon_centroid,true,https://www.ncparks.gov/mount-mitchell-state-park-proposed-dedication-nature-preserve,,,,,North Carolina state park. About 492 acres. Access: public.,red spruce | chestnut oak | broad beech fern, |  | ,Brown Bark Carpet Moth | Black-bellied Salamander | White-spotted Slimy Salamander | Yellow-shouldered Slug Moth | Dimorphic Macalla Moth | Red Salamander | Greenish Apple Moth | Alien Probole Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
new-river-state-park,5297,New River State Park,new-river-state-park,,,3370.08,,,NC,36.553783,-81.347655,polygon_centroid,true,https://www.ncparks.gov/new-river-state-park,,,,,North Carolina state park. About 3370 acres. Access: public.,eastern white pine,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
new-river-state-park-dedicated-nature-preserve,21182,New River State Park Dedicated Nature Preserve,new-river-state-park-dedicated-nature-preserve,,,523.85,,,NC,36.355254,-81.425211,polygon_centroid,true,https://www.ncparks.gov/new-river-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 524 acres. Access: public.,eastern white pine,,Leconte's Haploa | The Bad-wing | Northern Paper Wasp, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pettigrew-state-park,5760,Pettigrew State Park,pettigrew-state-park,,,21784.70,,,NC,35.859946,-76.390295,polygon_centroid,true,https://www.ncparks.gov/pettigrew-state-park,,,,,North Carolina state park. About 21785 acres. Access: public.,baldcypress,,Red-cockaded Woodpecker | Palamedes Swallowtail | Zebra Swallowtail | Plain-bellied Water Snake, |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pettigrew-state-park-scuppernong-river-section-dedicated-nature-preserve,21219,Pettigrew State Park (Scuppernong River Section) Dedicated Nature Preserve,pettigrew-state-park-scuppernong-river-section-dedicated-nature-preserve,,,3758.56,,,NC,35.863295,-76.366225,polygon_centroid,true,https://www.ncparks.gov/pettigrew-state-park-scuppernong-river-section-dedicated-nature-preserve,,,,,North Carolina state park. About 3759 acres. Access: public.,baldcypress,,Red-cockaded Woodpecker | Palamedes Swallowtail | Zebra Swallowtail | Plain-bellied Water Snake, |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pettigrew-state-park-registered-heritage-area,21220,Pettigrew State Park Registered Heritage Area,pettigrew-state-park-registered-heritage-area,,,114.70,,,NC,35.798411,-76.426895,polygon_centroid,true,https://www.ncparks.gov/pettigrew-state-park-registered-heritage-area,,,,,North Carolina state park. About 115 acres. Access: public.,baldcypress,,Red-cockaded Woodpecker | Palamedes Swallowtail | Cackling Goose | Zebra Swallowtail | Plain-bellied Water Snake, |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pilot-mountain-state-park,5795,Pilot Mountain State Park,pilot-mountain-state-park,,,3924.03,,,NC,36.322212,-80.488386,polygon_centroid,true,https://www.ncparks.gov/pilot-mountain-state-park,,,,,North Carolina state park. About 3924 acres. Access: public.,,,Spiny Oak-slug Moth | Green June Beetle, | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pilot-mountain-state-park-dedicated-nature-preserve,21224,Pilot Mountain State Park Dedicated Nature Preserve,pilot-mountain-state-park-dedicated-nature-preserve,,,8.69,,,NC,36.358957,-80.495716,polygon_centroid,true,https://www.ncparks.gov/pilot-mountain-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 9 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pilot-mountain-state-park-registered-heritage-area,21225,Pilot Mountain State Park Registered Heritage Area,pilot-mountain-state-park-registered-heritage-area,,,968.89,,,NC,36.340594,-80.477056,polygon_centroid,true,https://www.ncparks.gov/pilot-mountain-state-park-registered-heritage-area,,,,,North Carolina state park. About 969 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pilot-mountain-state-park-yadkin-river-section-registered-heritage-area,21226,Pilot Mountain State Park/Yadkin River Section Registered Heritage Area,pilot-mountain-state-park-yadkin-river-section-registered-heritage-area,,,30.68,,,NC,36.265486,-80.491033,polygon_centroid,true,https://www.ncparks.gov/pilot-mountain-state-park-yadkin-river-section-registered-heritage-area,,,,,North Carolina state park. About 31 acres. Access: public.,,,Spiny Oak-slug Moth | Green June Beetle | Spotted Cucumber Beetle | Spotted Ladybeetle | Sachem, |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pisgah-view-state-park,5808,Pisgah View State Park,pisgah-view-state-park,,,1568.42,,,NC,35.471245,-82.775382,polygon_centroid,true,https://www.ncparks.gov/pisgah-view-state-park,,,,,North Carolina state park. About 1568 acres. Access: public.,interrupted fern,,Broad-headed Sharpshooter | Southern Red-backed Salamander | Swamp Cicada | Seal Salamander | Blue Ridge Two-lined Salamander | Twice-stabbed Stink Bug | Harnessed Moth | Eastern Rat Snake, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
pisgah-view-state-park-proposed-dedicated-nature-preserve,21233,Pisgah View State Park Proposed Dedicated Nature Preserve,pisgah-view-state-park-proposed-dedicated-nature-preserve,,,275.39,,,NC,35.470817,-82.780959,polygon_centroid,true,https://www.ncparks.gov/pisgah-view-state-park-proposed-dedicated-nature-preserve,,,,,North Carolina state park. About 275 acres. Access: public.,interrupted fern,,Broad-headed Sharpshooter | Southern Red-backed Salamander | Seal Salamander | Blue Ridge Two-lined Salamander | Twice-stabbed Stink Bug | Harnessed Moth | Eastern Rat Snake | Four-toothed Mason Wasp, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
raven-rock-state-park,5916,Raven Rock State Park,raven-rock-state-park,,,5177.86,,,NC,35.469391,-78.917490,polygon_centroid,true,https://www.ncparks.gov/raven-rock-state-park,,,,,North Carolina state park. About 5178 acres. Access: public.,,,Arabesque Orbweaver | Red-cockaded Woodpecker | Ringneck Snake, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
raven-rock-state-park-dedicated-nature-preserve,21242,Raven Rock State Park Dedicated Nature Preserve,raven-rock-state-park-dedicated-nature-preserve,,,1588.78,,,NC,35.472815,-78.922445,polygon_centroid,true,https://www.ncparks.gov/raven-rock-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 1589 acres. Access: public.,,,Arabesque Orbweaver | Red-cockaded Woodpecker | Ringneck Snake, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
singletary-lake-state-park,6205,Singletary Lake State Park,singletary-lake-state-park,,,1319.24,,,NC,34.590302,-78.463000,polygon_centroid,true,https://www.ncparks.gov/singletary-lake-state-park,,,,,North Carolina state park. About 1319 acres. Access: public.,,,Red-femured Spotted Orbweaver,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
south-mountains-state-park,6270,South Mountains State Park,south-mountains-state-park,,,21341.73,,,NC,35.607929,-81.689612,polygon_centroid,true,https://www.ncparks.gov/south-mountains-state-park,,,,,North Carolina state park. About 21342 acres. Access: public.,,,Swamp Cicada | Eastern Hercules Beetle, | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
south-mountains-state-park-dedicated-nature-preserve,21293,South Mountains State Park Dedicated Nature Preserve,south-mountains-state-park-dedicated-nature-preserve,,,15078.68,,,NC,35.621333,-81.696404,polygon_centroid,true,https://www.ncparks.gov/south-mountains-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 15079 acres. Access: public.,Virginia pine,,Swamp Cicada | Eastern Hercules Beetle | Spicebush Swallowtail, |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
stone-mountain-state-park,6418,Stone Mountain State Park,stone-mountain-state-park,,,15502.28,,,NC,36.396398,-81.050361,polygon_centroid,true,https://www.ncparks.gov/stone-mountain-state-park,,,,,North Carolina state park. About 15502 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
stone-mountain-state-park-dedicated-nature-preserve,21302,Stone Mountain State Park Dedicated Nature Preserve,stone-mountain-state-park-dedicated-nature-preserve,,,10059.52,,,NC,36.397446,-81.064718,polygon_centroid,true,https://www.ncparks.gov/stone-mountain-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 10060 acres. Access: public.,,,,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
turkey-oak-singletary-lake-state-park-registered-heritage-area,21328,Turkey Oak (Singletary Lake State Park) Registered Heritage Area,turkey-oak-singletary-lake-state-park-registered-heritage-area,,,166.94,,,NC,34.591912,-78.448503,polygon_centroid,true,https://www.ncparks.gov/turkey-oak-singletary-lake-state-park-registered-heritage-area,,,,,North Carolina state park. About 167 acres. Access: public.,,,Red-femured Spotted Orbweaver,,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
william-b-umstead-state-park,8909,William B. Umstead State Park,william-b-umstead-state-park,,,5581.31,,,NC,35.852413,-78.749542,polygon_centroid,true,https://www.ncparks.gov/william-b-umstead-state-park,,,,,North Carolina state park. About 5581 acres. Access: public.,shortleaf pine | broad beech fern | Greater Tickseed | pickerelweed | partridge pea | loblolly pine | cardinal flower | downy lobelia, |  |  |  |  |  |  | ,Posturing Arta Moth | Leptoglossus oppositus | White Micrathena | Olive Arta Moth | Tile-horned Prionus | Whitebanded Fishing Spider | Black-dotted Ruddy Moth | Red-femured Spotted Orbweaver, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
william-b-umstead-state-park-dedicated-nature-preserve,21355,William B. Umstead State Park Dedicated Nature Preserve,william-b-umstead-state-park-dedicated-nature-preserve,,,3683.47,,,NC,35.893369,-78.765854,polygon_centroid,true,https://www.ncparks.gov/william-b-umstead-state-park-dedicated-nature-preserve,,,,,North Carolina state park. About 3683 acres. Access: public.,shortleaf pine | broad beech fern | Greater Tickseed | pickerelweed | partridge pea | loblolly pine | cardinal flower | pale-spiked lobelia, |  |  |  |  |  |  | ,Posturing Arta Moth | Leptoglossus oppositus | White Micrathena | Olive Arta Moth | Versute Sharpshooter | Tile-horned Prionus | Whitebanded Fishing Spider | Black-dotted Ruddy Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
william-b-umstead-state-park-proposed-dedication-nature-preserve,20835,William B. Umstead State Park Proposed Dedication Nature Preserve,william-b-umstead-state-park-proposed-dedication-nature-preserve,,,5.16,,,NC,35.843347,-78.782994,polygon_centroid,true,https://www.ncparks.gov/william-b-umstead-state-park-proposed-dedication-nature-preserve,,,,,North Carolina state park. About 5 acres. Access: public.,shortleaf pine | broad beech fern | pickerelweed | partridge pea | loblolly pine | cardinal flower | sensitive pea | downy lobelia, |  |  |  |  |  |  | ,Posturing Arta Moth | Leptoglossus oppositus | White Micrathena | Olive Arta Moth | Versute Sharpshooter | Tile-horned Prionus | Whitebanded Fishing Spider | Black-dotted Ruddy Moth, |  |  |  |  |  |  | ,public,NC Natural Heritage Managed Areas (State Parks),2026-06-29
